ilan_id,ilan_linki,ilan_tarihi,ilan_tipi,metrekare,bina_yasi,kat,konum,fiyat,para_birimi,il,ilce,skor,kademe,fiyat_per_m2,banyo_sayisi,kat_sayisi,isinma_tipi,cephe,kullanim_durumu,oda_sayisi_yeni,salon_sayisi,kat_sayisi_encoded,cephe_kuzey,cephe_guney,cephe_dogu,cephe_bati
124889-278,https://www.hepsiemlak.com/kocaeli-korfez-kirazliyali-satilik/daire/124889-278,18-03-2025,Daire,150.0,21.0,5. Kat,Kocaeli / Körfez / Kirazlıyalı Mah.,2800000,TL,Kocaeli,Körfez,0.55,2. Kademe,18666.67,1.0,5.0,Kombi,"Kuzey, Batı",Mülk Sahibi,3,1,5.0,1,0,0,1
146514-199,https://www.hepsiemlak.com/tekirdag-corlu-cobancesme-satilik/daire/146514-199,15-04-2025,Daire,125.0,5.0,Yüksek Giriş,Tekirdağ / Çorlu / Çobançeşme Mah.,2800000,TL,Tekirdağ,Çorlu,1.577,2. Kademe,22400.0,2.0,4.0,Kombi,Güney,Boş,3,1,0.0,0,1,0,0
90625-4419,https://www.hepsiemlak.com/mersin-mezitli-viransehir-satilik/daire/90625-4419,09-04-2025,Daire,170.0,17.0,2. Kat,Mersin / Mezitli / Viranşehir Mah.,2800000,TL,Mersin,Mezitli,1.147,2. Kademe,16470.59,1.0,7.0,Kombi,"Kuzey, Güney, Batı",Kiracılı,3,1,2.0,1,1,0,1
8723-1160,https://www.hepsiemlak.com/mersin-mezitli-deniz-satilik/daire/8723-1160,04-03-2025,Daire,120.0,6.0,3. Kat,Mersin / Mezitli / Deniz Mah.,2800000,TL,Mersin,Mezitli,1.147,2. Kademe,23333.33,1.0,6.0,Klima,"Kuzey, Güney, Batı",Boş,2,1,3.0,1,1,0,1
146514-141,https://www.hepsiemlak.com/tekirdag-corlu-hurriyet-satilik/daire/146514-141,15-04-2025,Daire,60.0,1.0,2. Kat,Tekirdağ / Çorlu / Hürriyet Mah.,2800000,TL,Tekirdağ,Çorlu,1.577,2. Kademe,46666.67,1.0,4.0,Yerden Isıtma,Güney,Boş,1,1,2.0,0,1,0,0
154354-63,https://www.hepsiemlak.com/mersin-erdemli-arpacbahsis-satilik/daire/154354-63,10-04-2025,Daire,65.0,1.0,7. Kat,Mersin / Erdemli / Arpaçbahşiş Mah.,2800000,TL,Mersin,Erdemli,0.331,3. Kademe,43076.92,1.0,11.0,Klima,Güney,Boş,1,1,7.0,0,1,0,0
0-39594784,https://www.hepsiemlak.com/tokat-merkez-dogukent-satilik/daire/0-39594784,01-04-2025,Daire,130.0,15.0,Ara Kat,Tokat / Merkez / Doğukent Mah.,2800000,TL,Tokat,Merkez,1.015,2. Kademe,21538.46,1.0,8.0,Kombi,"Kuzey, Güney",Kiracılı,3,1,4.0,1,1,0,0
144281-166,https://www.hepsiemlak.com/burdur-merkez-emek-satilik/daire/144281-166,19-03-2025,Daire,55.0,5.0,3. Kat,Burdur / Merkez / Emek Mah.,2800000,TL,Burdur,Merkez,0.917,2. Kademe,50909.09,1.0,4.0,Kombi,"Güney, Batı",Kiracılı,1,1,3.0,0,1,0,1
121878-474,https://www.hepsiemlak.com/sakarya-karasu-aziziye-satilik/daire/121878-474,18-04-2025,Daire,85.0,3.0,3. Kat,Sakarya / Karasu / Aziziye Mah.,2800000,TL,Sakarya,Karasu,0.159,3. Kademe,32941.18,1.0,3.0,Yerden Isıtma,"Güney, Doğu, Batı",Boş,2,1,3.0,0,1,1,1
138402-1910,https://www.hepsiemlak.com/duzce-akcakoca-yali-satilik/daire/138402-1910,03-04-2025,Daire,115.0,4.0,1. Kat,Düzce / Akçakoca / Yalı Mah.,2800000,TL,Düzce,Akçakoca,0.257,3. Kademe,24347.83,1.0,5.0,Kombi,"Kuzey, Doğu, Batı",Kiracılı,2,1,1.0,1,0,1,1
0-43356696,https://www.hepsiemlak.com/bolu-merkez-bahcelievler-satilik/daire/0-43356696,17-03-2025,Daire,105.0,11.0,Yüksek Giriş,Bolu / Merkez / Bahçelievler Mah.,2800000,TL,Bolu,Merkez,1.48,2. Kademe,26666.67,1.0,4.0,Kombi,Doğu,Mülk Sahibi,2,1,0.0,0,0,1,0
139636-546,https://www.hepsiemlak.com/mersin-tarsus-altaylilar-satilik/daire/139636-546,16-04-2025,Daire,135.0,10.0,Yüksek Giriş,Mersin / Tarsus / Altaylılar Mah.,2800000,TL,Mersin,Tarsus,0.613,2. Kademe,20740.74,1.0,5.0,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi,3,1,0.0,1,1,1,1
0-43755247,https://www.hepsiemlak.com/antalya-dosemealti-bahceyaka-satilik/daire/0-43755247,06-04-2025,Daire,105.0,1.0,Yüksek Giriş,Antalya / Döşemealtı / Bahçeyaka Mah.,2800000,TL,Antalya,Döşemealtı,1.216,2. Kademe,26666.67,1.0,3.0,Kombi,Güney,Boş,2,1,0.0,0,1,0,0
0-43489841,https://www.hepsiemlak.com/ankara-mamak-sahintepe-satilik/daire/0-43489841,02-04-2025,Daire,100.0,16.0,En Üst Kat,Ankara / Mamak / Şahintepe Mah.,2800000,TL,Ankara,Mamak,0.779,2. Kademe,28000.0,1.0,7.0,Kombi,Kuzey,Mülk Sahibi,3,1,7.0,1,0,0,0
125913-165,https://www.hepsiemlak.com/adana-cukurova-guzelyali-satilik/daire/125913-165,06-03-2025,Daire,65.0,1.0,3. Kat,Adana / Çukurova / Güzelyalı Mah.,2800000,TL,Adana,Çukurova,1.529,2. Kademe,43076.92,1.0,7.0,Klima,"Kuzey, Güney, Doğu, Batı",Boş,1,1,3.0,1,1,1,1
40304-1185,https://www.hepsiemlak.com/ankara-kecioren-kamil-ocak-satilik/daire/40304-1185,09-04-2025,Daire,120.0,25.0,1. Kat,Ankara / Keçiören / Kamil Ocak Mah.,2800000,TL,Ankara,Keçiören,1.365,2. Kademe,23333.33,1.0,3.0,Kombi,"Güney, Batı",Boş,3,1,1.0,0,1,0,1
0-44080539,https://www.hepsiemlak.com/kocaeli-izmit-erenler-satilik/daire/0-44080539,25-03-2025,Daire,123.0,15.0,2. Kat,Kocaeli / İzmit / Erenler Mah.,2800000,TL,Kocaeli,İzmit,2.023,1. Kademe,22764.23,1.0,9.0,Kat Kaloriferi,Kuzey,Mülk Sahibi,3,1,2.0,1,0,0,0
14043-15597,https://www.hepsiemlak.com/mersin-mezitli-viransehir-satilik/daire/14043-15597,22-04-2025,Daire,150.0,25.0,2. Kat,Mersin / Mezitli / Viranşehir Mah.,2800000,TL,Mersin,Mezitli,1.147,2. Kademe,18666.67,1.0,5.0,Klima,"Kuzey, Doğu, Batı",Kiracılı,3,1,2.0,1,0,1,1
105478-746,https://www.hepsiemlak.com/duzce-merkez-demetevler-satilik/daire/105478-746,17-04-2025,Daire,140.0,11.0,1. Kat,Düzce / Merkez / Demetevler Mah.,2810000,TL,Düzce,Merkez,1.032,2. Kademe,20071.43,1.0,2.0,Kombi,Güney,Boş,3,1,1.0,0,1,0,0
154437-9,https://www.hepsiemlak.com/antalya-alanya-oba-satilik/daire/154437-9,11-04-2025,Daire,55.0,1.0,2. Kat,Antalya / Alanya / Oba Mah.,2812000,TL,Antalya,Alanya,1.676,1. Kademe,51127.27,1.0,5.0,Klima,"Güney, Batı",Boş,1,1,2.0,0,1,0,1
118929-306,https://www.hepsiemlak.com/istanbul-maltepe-zumrutevler-satilik/daire/118929-306,15-04-2025,Daire,90.0,5.0,Bahçe Katı,İstanbul / Maltepe / Zümrütevler Mah.,2815000,TL,İstanbul,Maltepe,2.685,1. Kademe,31277.78,1.0,5.0,Kombi,"Güney, Doğu, Batı",Kiracılı,2,1,0.0,0,1,1,1
128355-1990,https://www.hepsiemlak.com/ankara-cankaya-asikpasa-satilik/daire/128355-1990,25-04-2025,Daire,105.0,17.0,Kot 1,Ankara / Çankaya / Aşıkpaşa Mah.,2819000,TL,Ankara,Çankaya,6.901,1. Kademe,26847.62,1.0,3.0,Kombi,"Güney, Doğu",Boş,3,1,-1.0,0,1,1,0
135461-1771,https://www.hepsiemlak.com/kayseri-develi-harman-satilik/daire/135461-1771,15-04-2025,Daire,135.0,2.0,2. Kat,Kayseri / Develi / Harman Mah.,2820000,TL,Kayseri,Develi,-0.139,3. Kademe,20888.89,2.0,4.0,Kombi,"Kuzey, Doğu, Batı",Belirtilmemiş,3,1,2.0,1,0,1,1
130104-1585,https://www.hepsiemlak.com/ankara-altindag-karapurcek-satilik/daire/130104-1585,08-04-2025,Daire,130.0,8.0,2. Kat,Ankara / Altındağ / Karapürçek Mah.,2820000,TL,Ankara,Altındağ,2.528,1. Kademe,21692.31,2.0,3.0,Kombi,"Güney, Doğu, Batı",Boş,3,1,2.0,0,1,1,1
8560-5334,https://www.hepsiemlak.com/antalya-muratpasa-kizilarik-satilik/daire/8560-5334,14-04-2025,Daire,90.0,11.0,Yüksek Giriş,Antalya / Muratpaşa / Kızılarık Mah.,2820000,TL,Antalya,Muratpaşa,3.173,1. Kademe,31333.33,1.0,4.0,Kombi,"Kuzey, Güney, Batı",Mülk Sahibi,2,1,0.0,1,1,0,1
139786-1355,https://www.hepsiemlak.com/samsun-ilkadim-kazim-karabekir-satilik/daire/139786-1355,19-04-2025,Daire,110.0,12.0,4. Kat,Samsun / İlkadım / Kazım Karabekir Mah.,2820000,TL,Samsun,İlkadım,1.343,2. Kademe,25636.36,1.0,6.0,Kombi,"Kuzey, Güney, Doğu, Batı",Boş,2,1,4.0,1,1,1,1
8560-3121,https://www.hepsiemlak.com/antalya-kepez-demirel-satilik/daire/8560-3121,25-03-2025,Daire,170.0,21.0,5. Kat,Antalya / Kepez / Demirel Mah.,2820000,TL,Antalya,Kepez,1.392,2. Kademe,16588.24,1.0,5.0,Klima,"Güney, Doğu",Boş,3,1,5.0,0,1,1,0
142396-136,https://www.hepsiemlak.com/denizli-saraykoy-ataturk-satilik/daire/142396-136,11-03-2025,Daire,110.0,5.0,1. Kat,Denizli / Sarayköy / Atatürk Mah.,2820000,TL,Denizli,Sarayköy,0.078,3. Kademe,25636.36,1.0,4.0,Kombi,Güney,Mülk Sahibi,2,1,1.0,0,1,0,0
119998-509,https://www.hepsiemlak.com/aydin-didim-yeni-satilik/daire/119998-509,22-03-2025,Daire,55.0,10.0,Ara Kat,Aydın / Didim / Yeni Mah.,2820000,TL,Aydın,Didim,0.842,2. Kademe,51272.73,1.0,3.0,Klima,"Güney, Batı",Boş,1,1,2.0,0,1,0,1
156063-41,https://www.hepsiemlak.com/gaziantep-sahinbey-sahintepe-satilik/daire/156063-41,03-04-2025,Daire,175.0,11.0,2. Kat,Gaziantep / Şahinbey / Şahintepe Mah.,2820000,TL,Gaziantep,Şahinbey,0.854,2. Kademe,16114.29,1.0,8.0,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi,3,1,2.0,1,1,1,1
88368-4624,https://www.hepsiemlak.com/ankara-altindag-dogantepe-satilik/daire/88368-4624,17-03-2025,Daire,105.0,14.0,En Üst Kat,Ankara / Altındağ / Doğantepe Mah.,2820000,TL,Ankara,Altındağ,2.528,1. Kademe,26857.14,1.0,10.0,Kombi,"Güney, Doğu",Mülk Sahibi,3,1,10.0,0,1,1,0
97948-13979,https://www.hepsiemlak.com/balikesir-edremit-akcay-satilik/daire/97948-13979,19-04-2025,Daire,150.0,16.0,3. Kat,Balıkesir / Edremit / Akçay Mah.,2824000,TL,Balıkesir,Edremit,1.072,2. Kademe,18826.67,2.0,3.0,Kombi,"Kuzey, Güney, Doğu, Batı",Boş,3,1,3.0,1,1,1,1
129707-1281,https://www.hepsiemlak.com/tekirdag-suleymanpasa-altinova-satilik/daire/129707-1281,15-03-2025,Daire,140.0,9.0,2. Kat,Tekirdağ / Süleymanpaşa / Altınova Mah.,2825000,TL,Tekirdağ,Süleymanpaşa,1.314,2. Kademe,20178.57,1.0,5.0,Kombi,"Güney, Doğu",Mülk Sahibi,3,1,2.0,0,1,1,0
142333-627,https://www.hepsiemlak.com/izmir-cigli-ataturk-satilik/daire/142333-627,07-04-2025,Daire,125.0,25.0,Ara Kat,İzmir / Çiğli / Atatürk Mah.,2825000,TL,İzmir,Çiğli,2.046,1. Kademe,22600.0,1.0,9.0,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı,3,1,4.0,1,1,1,1
110663-1137,https://www.hepsiemlak.com/nigde-merkez-asagi-kayabasi-satilik/daire/110663-1137,18-04-2025,Daire,135.0,5.0,1. Kat,Niğde / Merkez / Aşağı Kayabaşı Mah.,2825000,TL,Niğde,Merkez,0.575,2. Kademe,20925.93,1.0,10.0,Merkezi (Pay Ölçer),"Güney, Doğu",Kiracılı,3,1,1.0,0,1,1,0
132875-978,https://www.hepsiemlak.com/kayseri-melikgazi-ildem-cumhuriyet-satilik/daire/132875-978,02-04-2025,Daire,175.0,4.0,1. Kat,Kayseri / Melikgazi / İldem Cumhuriyet Mah.,2825000,TL,Kayseri,Melikgazi,1.983,1. Kademe,16142.86,2.0,12.0,Merkezi (Pay Ölçer),"Güney, Doğu",Boş,3,1,1.0,0,1,1,0
0-44086796,https://www.hepsiemlak.com/kayseri-kocasinan-yavuz-selim-satilik/daire/0-44086796,22-04-2025,Daire,175.0,7.0,10. Kat,Kayseri / Kocasinan / Yavuz Selim Mah.,2825000,TL,Kayseri,Kocasinan,1.558,2. Kademe,16142.86,1.0,13.0,Merkezi (Pay Ölçer),Kuzey,Boş,3,1,10.0,1,0,0,0
65907-4228,https://www.hepsiemlak.com/burdur-merkez-armagan-ilci-satilik/daire/65907-4228,11-04-2025,Daire,120.0,7.0,4. Kat,Burdur / Merkez / Armağan İlci Mah.,2825000,TL,Burdur,Merkez,0.917,2. Kademe,23541.67,1.0,4.0,Kombi,"Kuzey, Güney, Batı",Kiracılı,2,1,4.0,1,1,0,1
692418-697,https://www.hepsiemlak.com/istanbul-fatih-seyyid-omer-satilik/daire/692418-697,25-04-2025,Daire,70.0,39.0,2. Kat,İstanbul / Fatih / Seyyid Ömer Mah.,2825000,TL,İstanbul,Fatih,4.226,1. Kademe,40357.14,1.0,3.0,Kombi,"Kuzey, Güney, Doğu, Batı",Boş,2,1,2.0,1,1,1,1
79717-1692,https://www.hepsiemlak.com/ankara-kecioren-senlik-satilik/daire/79717-1692,25-03-2025,Daire,105.0,40.0,1. Kat,Ankara / Keçiören / Şenlik Mah.,2825000,TL,Ankara,Keçiören,1.365,2. Kademe,26904.76,1.0,3.0,Kombi,"Kuzey, Doğu",Boş,3,1,1.0,1,0,1,0
141404-671,https://www.hepsiemlak.com/antalya-kepez-husnu-karakas-satilik/daire/141404-671,12-04-2025,Daire,95.0,5.0,2. Kat,Antalya / Kepez / Hüsnü Karakaş Mah.,2825000,TL,Antalya,Kepez,1.392,2. Kademe,29736.84,1.0,6.0,Isıtma Yok,"Kuzey, Doğu",Boş,2,1,2.0,1,0,1,0
119967-2138,https://www.hepsiemlak.com/tekirdag-suleymanpasa-altinova-satilik/daire/119967-2138,22-04-2025,Daire,140.0,5.0,2. Kat,Tekirdağ / Süleymanpaşa / Altınova Mah.,2825000,TL,Tekirdağ,Süleymanpaşa,1.314,2. Kademe,20178.57,2.0,5.0,Kombi,Güney,Mülk Sahibi,3,1,2.0,0,1,0,0
135069-832,https://www.hepsiemlak.com/samsun-atakum-cumhuriyet-satilik/daire/135069-832,19-03-2025,Daire,130.0,26.0,3. Kat,Samsun / Atakum / Cumhuriyet Mah.,2825000,TL,Samsun,Atakum,1.734,1. Kademe,21730.77,1.0,4.0,Kombi,"Güney, Batı",Mülk Sahibi,3,1,3.0,0,1,0,1
144496-907,https://www.hepsiemlak.com/ankara-mamak-sirintepe-satilik/daire/144496-907,20-03-2025,Daire,120.0,15.0,1. Kat,Ankara / Mamak / Şirintepe Mah.,2825000,TL,Ankara,Mamak,0.779,2. Kademe,23541.67,1.0,3.0,Kombi,"Kuzey, Güney, Doğu, Batı",Boş,3,1,1.0,1,1,1,1
156111-199,https://www.hepsiemlak.com/eskisehir-tepebasi-sirintepe-satilik/daire/156111-199,22-04-2025,Daire,130.0,8.0,2. Kat,Eskişehir / Tepebaşı / Şirintepe Mah.,2825000,TL,Eskişehir,Tepebaşı,1.477,2. Kademe,21730.77,1.0,3.0,Kombi,"Doğu, Batı",Mülk Sahibi,3,1,2.0,0,0,1,1
145892-117,https://www.hepsiemlak.com/amasya-merzifon-mahsen-satilik/daire/145892-117,17-04-2025,Daire,140.0,12.0,3. Kat,Amasya / Merzifon / Mahsen Mah.,2825000,TL,Amasya,Merzifon,0.547,2. Kademe,20178.57,1.0,5.0,Kombi,"Güney, Doğu",Kiracılı,3,1,3.0,0,1,1,0
135461-1695,https://www.hepsiemlak.com/kayseri-develi-mustafa-asim-koksal-satilik/daire/135461-1695,13-03-2025,Daire,135.0,1.0,2. Kat,Kayseri / Develi / Mustafa Asım Köksal Mah.,2825000,TL,Kayseri,Develi,-0.139,3. Kademe,20925.93,2.0,4.0,Kombi,"Güney, Doğu, Batı",Boş,3,1,2.0,0,1,1,1
121003-4260,https://www.hepsiemlak.com/ankara-kecioren-asagi-eglence-satilik/daire/121003-4260,25-03-2025,Daire,120.0,30.0,Yüksek Giriş,Ankara / Keçiören / Aşağı Eğlence Mah.,2825000,TL,Ankara,Keçiören,1.365,2. Kademe,23541.67,1.0,3.0,Kombi,"Güney, Doğu",Boş,3,1,0.0,0,1,1,0
144378-194,https://www.hepsiemlak.com/edirne-merkez-sukrupasa-satilik/daire/144378-194,17-03-2025,Daire,85.0,5.0,4. Kat,Edirne / Merkez / Şükrüpaşa Mah.,2825000,TL,Edirne,Merkez,2.113,1. Kademe,33235.29,1.0,7.0,Merkezi,"Kuzey, Batı",Boş,2,1,4.0,1,0,0,1
76649-263,https://www.hepsiemlak.com/eskisehir-tepebasi-ertugrulgazi-satilik/daire/76649-263,24-04-2025,Daire,120.0,30.0,3. Kat,Eskişehir / Tepebaşı / Ertuğrulgazi Mah.,2825000,TL,Eskişehir,Tepebaşı,1.477,2. Kademe,23541.67,1.0,3.0,Merkezi,Güney,Kiracılı,3,1,3.0,0,1,0,0
154631-22,https://www.hepsiemlak.com/ankara-kecioren-kosk-satilik/daire/154631-22,23-04-2025,Daire,130.0,20.0,Ara Kat,Ankara / Keçiören / Köşk Mah.,2825000,TL,Ankara,Keçiören,1.365,2. Kademe,21730.77,1.0,3.0,Kombi,Batı,Boş,3,1,2.0,0,0,0,1
133038-257,https://www.hepsiemlak.com/isparta-merkez-yayla-satilik/daire/133038-257,22-04-2025,Daire,100.0,30.0,3. Kat,Isparta / Merkez / Yayla Mah.,2825000,TL,Isparta,Merkez,1.551,2. Kademe,28250.0,1.0,4.0,Kombi,"Kuzey, Doğu",Kiracılı,2,1,3.0,1,0,1,0
155802-85,https://www.hepsiemlak.com/izmir-konak-piri-reis-satilik/daire/155802-85,22-04-2025,Daire,110.0,37.0,4. Kat,İzmir / Konak / Piri Reis Mah.,2825000,TL,İzmir,Konak,3.465,1. Kademe,25681.82,1.0,4.0,Kombi,"Kuzey, Güney, Doğu, Batı",Boş,3,1,4.0,1,1,1,1
128324-1351,https://www.hepsiemlak.com/eskisehir-tepebasi-camlica-satilik/daire/128324-1351,23-04-2025,Daire,128.0,6.0,En Üst Kat,Eskişehir / Tepebaşı / Çamlıca Mah.,2825000,TL,Eskişehir,Tepebaşı,1.477,2. Kademe,22070.31,1.0,3.0,Kombi,"Kuzey, Güney",Mülk Sahibi,2,1,3.0,1,1,0,0
124862-1083,https://www.hepsiemlak.com/istanbul-esenyurt-yesilkent-satilik/daire/124862-1083,22-04-2025,Daire,101.0,10.0,Ara Kat,İstanbul / Esenyurt / Yeşilkent Mah.,2825000,TL,İstanbul,Esenyurt,2.479,1. Kademe,27970.3,2.0,24.0,Merkezi (Pay Ölçer),Batı,Mülk Sahibi,2,1,12.0,0,0,0,1
109159-455,https://www.hepsiemlak.com/izmir-buca-adatepe-satilik/daire/109159-455,19-04-2025,Daire,75.0,4.0,4. Kat,İzmir / Buca / Adatepe Mah.,2825000,TL,İzmir,Buca,1.227,2. Kademe,37666.67,1.0,4.0,Kombi,"Güney, Doğu",Kiracılı,1,1,4.0,0,1,1,0
70969-4116,https://www.hepsiemlak.com/ankara-kecioren-senlik-satilik/daire/70969-4116,25-04-2025,Daire,100.0,35.0,1. Kat,Ankara / Keçiören / Şenlik Mah.,2825000,TL,Ankara,Keçiören,1.365,2. Kademe,28250.0,1.0,6.0,Kombi,"Kuzey, Doğu, Batı",Boş,3,1,1.0,1,0,1,1
122298-836,https://www.hepsiemlak.com/ankara-kecioren-senlik-satilik/daire/122298-836,25-04-2025,Daire,110.0,30.0,1. Kat,Ankara / Keçiören / Şenlik Mah.,2825000,TL,Ankara,Keçiören,1.365,2. Kademe,25681.82,1.0,3.0,Kombi,"Kuzey, Batı",Boş,3,1,1.0,1,0,0,1
155977-10,https://www.hepsiemlak.com/ankara-golbasi-bahcelievler-satilik/daire/155977-10,24-04-2025,Daire,55.0,3.0,3. Kat,Ankara / Gölbaşı / Bahçelievler Mah.,2825000,TL,Ankara,Gölbaşı,1.79,1. Kademe,51363.64,1.0,3.0,Kombi,"Kuzey, Doğu",Kiracılı,1,1,3.0,1,0,1,0
129707-1289,https://www.hepsiemlak.com/tekirdag-suleymanpasa-altinova-satilik/daire/129707-1289,20-04-2025,Daire,140.0,9.0,2. Kat,Tekirdağ / Süleymanpaşa / Altınova Mah.,2825000,TL,Tekirdağ,Süleymanpaşa,1.314,2. Kademe,20178.57,2.0,5.0,Kombi,"Güney, Doğu, Batı",Mülk Sahibi,3,1,2.0,0,1,1,1
138217-73,https://www.hepsiemlak.com/antalya-korkuteli-asagipazar-satilik/daire/138217-73,01-04-2025,Daire,110.0,4.0,2. Kat,Antalya / Korkuteli / Aşağıpazar Mah.,2825000,TL,Antalya,Korkuteli,0.081,3. Kademe,25681.82,2.0,2.0,Isıtma Yok,Güney,Boş,2,1,2.0,0,1,0,0
141942-125,https://www.hepsiemlak.com/antalya-kepez-dudenbasi-satilik/daire/141942-125,26-03-2025,Daire,105.0,10.0,2. Kat,Antalya / Kepez / Düdenbaşı Mah.,2825000,TL,Antalya,Kepez,1.392,2. Kademe,26904.76,1.0,3.0,Kombi,"Güney, Doğu, Batı",Mülk Sahibi,2,1,2.0,0,1,1,1
154321-53,https://www.hepsiemlak.com/sakarya-pamukova-elperek-satilik/daire/154321-53,19-04-2025,Daire,150.0,1.0,1. Kat,Sakarya / Pamukova / Elperek Mah.,2825000,TL,Sakarya,Pamukova,-0.024,3. Kademe,18833.33,1.0,3.0,Kombi,"Güney, Doğu",Boş,3,1,1.0,0,1,1,0
141404-565,https://www.hepsiemlak.com/antalya-kepez-husnu-karakas-satilik/daire/141404-565,14-03-2025,Daire,100.0,5.0,1. Kat,Antalya / Kepez / Hüsnü Karakaş Mah.,2825000,TL,Antalya,Kepez,1.392,2. Kademe,28250.0,1.0,6.0,Klima,"Kuzey, Doğu",Boş,2,1,1.0,1,0,1,0
132472-1308,https://www.hepsiemlak.com/ankara-kecioren-senlik-satilik/daire/132472-1308,19-04-2025,Daire,130.0,30.0,2. Kat,Ankara / Keçiören / Şenlik Mah.,2825000,TL,Ankara,Keçiören,1.365,2. Kademe,21730.77,1.0,3.0,Kombi,Doğu,Kiracılı,3,1,2.0,0,0,1,0
156522-33,https://www.hepsiemlak.com/eskisehir-odunpazari-akarbasi-satilik/daire/156522-33,07-04-2025,Daire,145.0,21.0,5. Kat,Eskişehir / Odunpazarı / Akarbaşı Mah.,2825000,TL,Eskişehir,Odunpazarı,1.95,1. Kademe,19482.76,1.0,5.0,Merkezi,"Güney, Doğu",Boş,3,1,5.0,0,1,1,0
120729-491,https://www.hepsiemlak.com/edirne-merkez-nisancipasa-satilik/daire/120729-491,15-04-2025,Daire,95.0,16.0,3. Kat,Edirne / Merkez / Nişancıpaşa Mah.,2825000,TL,Edirne,Merkez,2.113,1. Kademe,29736.84,2.0,3.0,Kombi,"Güney, Doğu, Batı",Boş,2,1,3.0,0,1,1,1
148541-536,https://www.hepsiemlak.com/izmir-menemen-gazi-mustafa-kemal-satilik/daire/148541-536,31-03-2025,Daire,85.0,5.0,2. Kat,İzmir / Menemen / Gazi Mustafa Kemal Mah.,2825000,TL,İzmir,Menemen,0.838,2. Kademe,33235.29,1.0,4.0,Kombi,"Kuzey, Doğu",Boş,2,1,2.0,1,0,1,0
35785-2886,https://www.hepsiemlak.com/ankara-kecioren-kuscagiz-satilik/daire/35785-2886,14-04-2025,Daire,110.0,15.0,Kot 1,Ankara / Keçiören / Kuşcağız Mah.,2825000,TL,Ankara,Keçiören,1.365,2. Kademe,25681.82,1.0,3.0,Kombi,"Güney, Batı",Mülk Sahibi,3,1,-1.0,0,1,0,1
154576-32,https://www.hepsiemlak.com/ankara-mamak-durali-alic-satilik/daire/154576-32,08-04-2025,Daire,145.0,5.0,Kot 2,Ankara / Mamak / Durali Alıç Mah.,2829000,TL,Ankara,Mamak,0.779,2. Kademe,19510.34,1.0,9.0,Kombi,"Güney, Doğu, Batı",Mülk Sahibi,3,1,-1.0,0,1,1,1
151976-408,https://www.hepsiemlak.com/ankara-sincan-selcuklu-satilik/daire/151976-408,02-03-2025,Daire,125.0,20.0,3. Kat,Ankara / Sincan / Selçuklu Mah.,2829000,TL,Ankara,Sincan,1.05,2. Kademe,22632.0,1.0,3.0,Kombi,"Güney, Doğu, Batı",Mülk Sahibi,3,1,3.0,0,1,1,1
151362-69,https://www.hepsiemlak.com/ankara-sincan-maresal-cakmak-satilik/daire/151362-69,10-04-2025,Daire,125.0,20.0,3. Kat,Ankara / Sincan / Mareşal Çakmak Mah.,2829000,TL,Ankara,Sincan,1.05,2. Kademe,22632.0,1.0,3.0,Kombi,"Kuzey, Doğu",Mülk Sahibi,3,1,3.0,1,0,1,0
156063-40,https://www.hepsiemlak.com/gaziantep-sahinbey-ertugrulgazi-satilik/daire/156063-40,03-04-2025,Daire,130.0,3.0,1. Kat,Gaziantep / Şahinbey / Ertuğrulgazi Mah.,2830000,TL,Gaziantep,Şahinbey,0.854,2. Kademe,21769.23,1.0,4.0,Yerden Isıtma,"Güney, Doğu",Mülk Sahibi,2,1,1.0,0,1,1,0
118325-517,https://www.hepsiemlak.com/isparta-merkez-hizirbey-satilik/daire/118325-517,27-01-2025,Daire,150.0,16.0,4. Kat,Isparta / Merkez / Hızırbey Mah.,2830000,TL,Isparta,Merkez,1.551,2. Kademe,18866.67,2.0,4.0,Kombi,"Kuzey, Güney, Doğu, Batı",Boş,3,1,4.0,1,1,1,1
0-43730821,https://www.hepsiemlak.com/konya-selcuklu-parsana-satilik/daire/0-43730821,04-03-2025,Daire,120.0,8.0,Kot 1,Konya / Selçuklu / Parsana Mah.,2830000,TL,Konya,Selçuklu,2.562,1. Kademe,23583.33,2.0,3.0,Kombi,"Kuzey, Batı",Kiracılı,3,1,-1.0,1,0,0,1
61688-5084,https://www.hepsiemlak.com/ankara-kecioren-sehit-kubilay-satilik/daire/61688-5084,14-04-2025,Daire,95.0,10.0,2. Kat,Ankara / Keçiören / Şehit Kubilay Mah.,2830000,TL,Ankara,Keçiören,1.365,2. Kademe,29789.47,1.0,3.0,Kombi,Doğu,Boş,2,1,2.0,0,0,1,0
122845-2878,https://www.hepsiemlak.com/ankara-mamak-saimekadin-satilik/daire/122845-2878,02-04-2025,Daire,110.0,30.0,3. Kat,Ankara / Mamak / Saimekadın Mah.,2830000,TL,Ankara,Mamak,0.779,2. Kademe,25727.27,1.0,4.0,Kombi,"Güney, Batı",Boş,3,1,3.0,0,1,0,1
