ilan_id,ilan_linki,ilan_tarihi,ilan_tipi,metrekare,bina_yasi,kat,konum,fiyat,para_birimi,il,ilce,skor,kademe,fiyat_per_m2,banyo_sayisi,kat_sayisi,isinma_tipi,cephe,kullanim_durumu,oda_sayisi_yeni,salon_sayisi,kat_sayisi_encoded,cephe_kuzey,cephe_guney,cephe_dogu,cephe_bati
128844-750,https://www.hepsiemlak.com/balikesir-bandirma-100-yil-satilik/daire/128844-750,04-04-2025,Daire,70.0,8.0,4. Kat,Balıkesir / Bandırma / 100. Yıl Mah.,750000,TL,Balıkesir,Bandırma,1.072,2. Kademe,10714.29,1.0,4.0,Kombi,Batı,Boş,1,1,4.0,0,0,0,1
116023-438,https://www.hepsiemlak.com/isparta-merkez-anadolu-satilik/daire/116023-438,19-03-2025,Daire,65.0,5.0,Bahçe Katı,Isparta / Merkez / Anadolu Mah.,750000,TL,Isparta,Merkez,1.551,2. Kademe,11538.46,1.0,4.0,Kombi,"Güney, Doğu, Batı",Boş,2,0,0.0,0,1,1,1
138452-88,https://www.hepsiemlak.com/elazig-merkez-izzet-pasa-satilik/daire/138452-88,23-04-2025,Daire,80.0,31.0,Yüksek Giriş,Elazığ / Merkez / İzzet Paşa Mah.,750000,TL,Elazığ,Merkez,1.135,2. Kademe,9375.0,1.0,5.0,Kombi,Güney,Boş,2,1,0.0,0,1,0,0
112940-103,https://www.hepsiemlak.com/balikesir-edremit-camlibel-satilik/daire/112940-103,24-04-2025,Daire,55.0,14.0,2. Kat,Balıkesir / Edremit / Çamlıbel Mah.,750000,TL,Balıkesir,Edremit,1.072,2. Kademe,13636.36,1.0,2.0,Klima,Kuzey,Mülk Sahibi,1,1,2.0,1,0,0,0
93711-192,https://www.hepsiemlak.com/hatay-hassa-girne-satilik/daire/93711-192,18-02-2025,Daire,50.0,6.0,3. Kat,Hatay / Hassa / Girne Mah.,755000,TL,Hatay,Hassa,-0.627,5. Kademe,15100.0,1.0,6.0,Doğalgaz Sobası,Güney,Belirtilmemiş,1,1,3.0,0,1,0,0
133699-547,https://www.hepsiemlak.com/kirikkale-yahsihan-yenisehir-satilik/daire/133699-547,24-04-2025,Daire,70.0,10.0,Yüksek Giriş,Kırıkkale / Yahşihan / Yenişehir Mah.,765000,TL,Kırıkkale,Yahşihan,1.778,1. Kademe,10928.57,1.0,5.0,Kombi,"Kuzey, Güney, Doğu",Boş,2,0,0.0,1,1,1,0
155459-2,https://www.hepsiemlak.com/isparta-merkez-fatih-satilik/daire/155459-2,22-02-2025,Daire,40.0,8.0,Bodrum ve Zemin,Isparta / Merkez / Fatih Mah.,770000,TL,Isparta,Merkez,1.551,2. Kademe,19250.0,1.0,4.0,Kombi,Güney,Boş,1,1,0.0,0,1,0,0
129829-301,https://www.hepsiemlak.com/ankara-altindag-gultepe-satilik/daire/129829-301,03-03-2025,Daire,75.0,35.0,2. Kat,Ankara / Altındağ / Gültepe Mah.,770000,TL,Ankara,Altındağ,2.528,1. Kademe,10266.67,1.0,2.0,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı,1,1,2.0,1,1,1,1
136424-477,https://www.hepsiemlak.com/samsun-ilkadim-hancerli-satilik/daire/136424-477,25-04-2025,Daire,130.0,30.0,Kot 1,Samsun / İlkadım / Hançerli Mah.,775000,TL,Samsun,İlkadım,1.343,2. Kademe,5961.54,1.0,9.0,Isıtma Yok,Kuzey,Boş,3,1,-1.0,1,0,0,0
133058-305,https://www.hepsiemlak.com/zonguldak-merkez-incivez-satilik/daire/133058-305,24-04-2025,Daire,45.0,6.0,4. Kat,Zonguldak / Merkez / İncivez Mah.,780000,TL,Zonguldak,Merkez,1.189,2. Kademe,17333.33,1.0,7.0,Kombi,Güney,Kiracılı,1,0,4.0,0,1,0,0
131719-70,https://www.hepsiemlak.com/hatay-iskenderun-kocatepe-satilik/daire/131719-70,25-04-2025,Daire,135.0,35.0,Ara Kat,Hatay / İskenderun / Kocatepe Mah.,785000,TL,Hatay,İskenderun,1.056,2. Kademe,5814.81,1.0,3.0,Klima,"Kuzey, Güney, Doğu, Batı",Kiracılı,2,1,2.0,1,1,1,1
140476-246,https://www.hepsiemlak.com/samsun-ilkadim-cedit-satilik/daire/140476-246,29-03-2025,Daire,75.0,31.0,3. Kat,Samsun / İlkadım / Cedit Mah.,785000,TL,Samsun,İlkadım,1.343,2. Kademe,10466.67,1.0,6.0,Soba,"Kuzey, Doğu",Boş,2,1,3.0,1,0,1,0
92348-1184,https://www.hepsiemlak.com/kocaeli-golcuk-sehitler-satilik/daire/92348-1184,15-02-2025,Daire,66.0,45.0,Zemin,Kocaeli / Gölcük / Şehitler Mah.,790000,TL,Kocaeli,Gölcük,0.892,2. Kademe,11969.7,1.0,4.0,Soba,Güney,Boş,1,1,0.0,0,1,0,0
142780-182,https://www.hepsiemlak.com/samsun-ilkadim-selahiye-satilik/daire/142780-182,11-02-2025,Daire,90.0,25.0,Bahçe Katı,Samsun / İlkadım / Selahiye Mah.,799000,TL,Samsun,İlkadım,1.343,2. Kademe,8877.78,1.0,5.0,Kombi,"Kuzey, Güney, Doğu, Batı",Boş,2,0,0.0,1,1,1,1
60929-951,https://www.hepsiemlak.com/tekirdag-suleymanpasa-karadeniz-satilik/daire/60929-951,18-02-2025,Daire,50.0,8.0,Yüksek Giriş,Tekirdağ / Süleymanpaşa / Karadeniz Mah.,800000,TL,Tekirdağ,Süleymanpaşa,1.314,2. Kademe,16000.0,1.0,4.0,Kombi,Güney,Kiracılı,1,1,0.0,0,1,0,0
120617-405,https://www.hepsiemlak.com/kirikkale-yahsihan-yenisehir-satilik/daire/120617-405,20-03-2025,Daire,65.0,8.0,Ara Kat,Kırıkkale / Yahşihan / Yenişehir Mah.,820000,TL,Kırıkkale,Yahşihan,1.778,1. Kademe,12615.38,1.0,5.0,Merkezi,Kuzey,Kiracılı,2,0,2.0,1,0,0,0
148382-39,https://www.hepsiemlak.com/giresun-bulancak-bulancak-satilik/daire/148382-39,14-03-2025,Daire,200.0,21.0,5. Kat,Giresun / Bulancak / Bulancak Mah.,825000,TL,Giresun,Bulancak,0.063,3. Kademe,4125.0,1.0,5.0,Kombi,"Kuzey, Güney, Doğu, Batı",Boş,4,1,5.0,1,1,1,1
92198-1828,https://www.hepsiemlak.com/samsun-ilkadim-selahiye-satilik/daire/92198-1828,07-03-2025,Daire,90.0,30.0,Bahçe Katı,Samsun / İlkadım / Selahiye Mah.,825000,TL,Samsun,İlkadım,1.343,2. Kademe,9166.67,1.0,4.0,Kombi,"Kuzey, Güney, Doğu, Batı",Boş,2,1,0.0,1,1,1,1
126150-759,https://www.hepsiemlak.com/edirne-merkez-medrese-ali-bey-satilik/daire/126150-759,22-04-2025,Daire,90.0,25.0,Bahçe Katı,Edirne / Merkez / Medrese Ali Bey Mah.,825000,TL,Edirne,Merkez,2.113,1. Kademe,9166.67,1.0,4.0,Kombi,"Güney, Batı",Boş,2,1,0.0,0,1,0,1
128844-753,https://www.hepsiemlak.com/balikesir-bandirma-100-yil-satilik/daire/128844-753,23-04-2025,Daire,60.0,8.0,2. Kat,Balıkesir / Bandırma / 100. Yıl Mah.,825000,TL,Balıkesir,Bandırma,1.072,2. Kademe,13750.0,1.0,4.0,Kombi,Batı,Kiracılı,1,1,2.0,0,0,0,1
121490-337,https://www.hepsiemlak.com/istanbul-esenyurt-cumhuriyet-satilik/daire/121490-337,12-04-2025,Daire,75.0,5.0,4. Kat,İstanbul / Esenyurt / Cumhuriyet Mah.,829000,TL,İstanbul,Esenyurt,2.479,1. Kademe,11053.33,1.0,15.0,Kombi,Güney,Boş,1,0,4.0,0,1,0,0
121490-339,https://www.hepsiemlak.com/istanbul-beylikduzu-cumhuriyet-satilik/daire/121490-339,12-04-2025,Daire,110.0,5.0,2. Kat,İstanbul / Beylikdüzü / Cumhuriyet Mah.,830000,TL,İstanbul,Beylikdüzü,2.503,1. Kademe,7545.45,1.0,6.0,Kombi,Güney,Boş,2,1,2.0,0,1,0,0
71424-2633,https://www.hepsiemlak.com/kahramanmaras-onikisubat-ilica-satilik/daire/71424-2633,15-04-2025,Daire,75.0,5.0,Kot 1,Kahramanmaraş / Onikişubat / Ilıca Mah.,850000,TL,Kahramanmaraş,Onikişubat,0.686,2. Kademe,11333.33,1.0,5.0,Merkezi (Pay Ölçer),"Güney, Batı",Boş,1,1,-1.0,0,1,0,1
142465-711,https://www.hepsiemlak.com/van-ipekyolu-kevenli-satilik/daire/142465-711,04-03-2025,Daire,60.0,11.0,2. Kat,Van / İpekyolu / Kevenli Mah.,850000,TL,Van,İpekyolu,0.404,2. Kademe,14166.67,1.0,4.0,Kombi,"Güney, Batı",Kiracılı,1,1,2.0,0,1,0,1
0-44528101,https://www.hepsiemlak.com/konya-karatay-semsitebrizi-satilik/daire/0-44528101,25-04-2025,Daire,110.0,45.0,Yüksek Giriş,Konya / Karatay / Şemsitebrizi Mah.,850000,TL,Konya,Karatay,1.481,2. Kademe,7727.27,1.0,3.0,Soba,"Güney, Batı",Kiracılı,2,1,0.0,0,1,0,1
131847-549,https://www.hepsiemlak.com/tekirdag-suleymanpasa-istiklal-satilik/daire/131847-549,25-04-2025,Daire,50.0,5.0,1. Kat,Tekirdağ / Süleymanpaşa / İstiklal Mah.,850000,TL,Tekirdağ,Süleymanpaşa,1.314,2. Kademe,17000.0,1.0,3.0,Kombi,"Güney, Doğu",Boş,1,1,1.0,0,1,1,0
139234-153,https://www.hepsiemlak.com/van-ipekyolu-kevenli-satilik/daire/139234-153,21-04-2025,Daire,70.0,12.0,2. Kat,Van / İpekyolu / Kevenli Mah.,850000,TL,Van,İpekyolu,0.404,2. Kademe,12142.86,1.0,5.0,Kombi,"Güney, Doğu",Mülk Sahibi,1,1,2.0,0,1,1,0
148156-41,https://www.hepsiemlak.com/aydin-efeler-mesudiye-satilik/daire/148156-41,20-03-2025,Daire,85.0,26.0,5. Kat,Aydın / Efeler / Mesudiye Mah.,850000,TL,Aydın,Efeler,1.518,2. Kademe,10000.0,1.0,5.0,Isıtma Yok,"Kuzey, Doğu",Boş,1,1,5.0,1,0,1,0
115132-186,https://www.hepsiemlak.com/bursa-osmangazi-selimiye-satilik/daire/115132-186,14-04-2025,Daire,80.0,30.0,Bahçe Katı,Bursa / Osmangazi / Selimiye Mah.,850000,TL,Bursa,Osmangazi,2.374,1. Kademe,10625.0,1.0,5.0,Kombi,Doğu,Kiracılı,2,1,0.0,0,0,1,0
121490-345,https://www.hepsiemlak.com/istanbul-beylikduzu-adnan-kahveci-satilik/daire/121490-345,31-03-2025,Daire,120.0,5.0,Bahçe Katı,İstanbul / Beylikdüzü / Adnan Kahveci Mah.,854000,TL,İstanbul,Beylikdüzü,2.503,1. Kademe,7116.67,1.0,6.0,Kombi,Güney,Boş,2,1,0.0,0,1,0,0
151279-214,https://www.hepsiemlak.com/adana-saricam-akkuyu-satilik/daire/151279-214,31-03-2025,Daire,60.0,5.0,4. Kat,Adana / Sarıçam / Akkuyu Mah.,860000,TL,Adana,Sarıçam,0.862,2. Kademe,14333.33,1.0,4.0,Klima,"Kuzey, Güney, Doğu, Batı",Boş,1,1,4.0,1,1,1,1
151565-141,https://www.hepsiemlak.com/sanliurfa-haliliye-suleymaniye-satilik/daire/151565-141,21-04-2025,Daire,90.0,7.0,1. Kat,Şanlıurfa / Haliliye / Süleymaniye Mah.,860000,TL,Şanlıurfa,Haliliye,0.096,3. Kademe,9555.56,1.0,3.0,Kat Kaloriferi,"Güney, Doğu",Boş,2,1,1.0,0,1,1,0
0-44165551,https://www.hepsiemlak.com/kayseri-develi-cumhuriyet-satilik/daire/0-44165551,21-04-2025,Daire,110.0,30.0,1. Kat,Kayseri / Develi / Cumhuriyet Mah.,860000,TL,Kayseri,Develi,-0.139,3. Kademe,7818.18,1.0,3.0,Soba,Güney,Kiracılı,3,1,1.0,0,1,0,0
142780-273,https://www.hepsiemlak.com/samsun-ilkadim-kilicdede-satilik/daire/142780-273,24-03-2025,Daire,85.0,30.0,Bahçe Katı,Samsun / İlkadım / Kılıçdede Mah.,865000,TL,Samsun,İlkadım,1.343,2. Kademe,10176.47,1.0,5.0,Kombi,"Kuzey, Güney, Doğu, Batı",Boş,2,1,0.0,1,1,1,1
142202-106,https://www.hepsiemlak.com/konya-akoren-hacilar-satilik/daire/142202-106,13-04-2025,Daire,100.0,24.0,1. Kat,Konya / Akören / Hacılar Mah.,874500,TL,Konya,Akören,-0.672,5. Kademe,8745.0,1.0,2.0,Kat Kaloriferi,Kuzey,Mülk Sahibi,2,1,1.0,1,0,0,0
155865-9,https://www.hepsiemlak.com/van-ercis-sahil-kent-satilik/daire/155865-9,11-03-2025,Daire,55.0,11.0,4. Kat,Van / Erciş / Sahil Kent Mah.,875000,TL,Van,Erciş,-0.715,5. Kademe,15909.09,1.0,4.0,Kombi,Güney,Boş,1,1,4.0,0,1,0,0
111753-2346,https://www.hepsiemlak.com/istanbul-esenyurt-barbaros-hayrettin-pasa-satilik/daire/111753-2346,10-04-2025,Daire,105.0,4.0,Bahçe Katı,İstanbul / Esenyurt / Barbaros Hayrettin Paşa Mah.,875000,TL,İstanbul,Esenyurt,2.479,1. Kademe,8333.33,1.0,5.0,Kombi,"Güney, Doğu",Boş,2,1,0.0,0,1,1,0
132376-116,https://www.hepsiemlak.com/kirsehir-mucur-hamidiye-satilik/daire/132376-116,24-04-2025,Daire,90.0,25.0,Yüksek Giriş,Kırşehir / Mucur / Hamidiye Mah.,875000,TL,Kırşehir,Mucur,-0.281,4. Kademe,9722.22,1.0,3.0,Kombi,Güney,Boş,1,0,0.0,0,1,0,0
151279-151,https://www.hepsiemlak.com/adana-saricam-akkuyu-satilik/daire/151279-151,14-04-2025,Daire,55.0,5.0,2. Kat,Adana / Sarıçam / Akkuyu Mah.,875000,TL,Adana,Sarıçam,0.862,2. Kademe,15909.09,1.0,3.0,Klima,"Güney, Doğu",Boş,1,1,2.0,0,1,1,0
0-44488134,https://www.hepsiemlak.com/tekirdag-kapakli-cumhuriyet-satilik/daire/0-44488134,17-04-2025,Daire,90.0,4.0,Zemin,Tekirdağ / Kapaklı / Cumhuriyet Mah.,880000,TL,Tekirdağ,Kapaklı,0.149,3. Kademe,9777.78,1.0,5.0,Kombi,"Kuzey, Güney, Batı",Boş,1,1,0.0,1,1,0,1
0-44272108,https://www.hepsiemlak.com/istanbul-esenyurt-yesilkent-satilik/daire/0-44272108,18-03-2025,Daire,90.0,8.0,Bahçe Katı,İstanbul / Esenyurt / Yeşilkent Mah.,880000,TL,İstanbul,Esenyurt,2.479,1. Kademe,9777.78,1.0,4.0,Kombi,"Güney, Batı",Boş,2,1,0.0,0,1,0,1
4310-3083,https://www.hepsiemlak.com/adana-saricam-akkuyu-satilik/daire/4310-3083,25-04-2025,Daire,55.0,11.0,3. Kat,Adana / Sarıçam / Akkuyu Mah.,888000,TL,Adana,Sarıçam,0.862,2. Kademe,16145.45,1.0,3.0,Klima,"Kuzey, Güney, Doğu, Batı",Boş,1,1,3.0,1,1,1,1
142108-67,https://www.hepsiemlak.com/istanbul-esenyurt-talatpasa-satilik/daire/142108-67,06-04-2025,Daire,60.0,10.0,6. Kat,İstanbul / Esenyurt / Talatpaşa Mah.,890000,TL,İstanbul,Esenyurt,2.479,1. Kademe,14833.33,1.0,12.0,Merkezi,Güney,Boş,1,0,6.0,0,1,0,0
111753-2330,https://www.hepsiemlak.com/istanbul-esenyurt-barbaros-hayrettin-pasa-satilik/daire/111753-2330,09-04-2025,Daire,105.0,3.0,Bahçe Katı,İstanbul / Esenyurt / Barbaros Hayrettin Paşa Mah.,890000,TL,İstanbul,Esenyurt,2.479,1. Kademe,8476.19,1.0,5.0,Kombi,"Güney, Doğu",Boş,2,1,0.0,0,1,1,0
92943-145,https://www.hepsiemlak.com/kocaeli-izmit-kozluk-satilik/daire/92943-145,13-04-2025,Daire,70.0,21.0,Kot 1,Kocaeli / İzmit / Kozluk Mah.,890000,TL,Kocaeli,İzmit,2.023,1. Kademe,12714.29,1.0,4.0,Kombi,Güney,Kiracılı,1,1,-1.0,0,1,0,0
140021-198,https://www.hepsiemlak.com/istanbul-esenyurt-selahaddin-eyyubi-satilik/daire/140021-198,18-04-2025,Daire,120.0,3.0,Bahçe Katı,İstanbul / Esenyurt / Selahaddin Eyyubi Mah.,899000,TL,İstanbul,Esenyurt,2.479,1. Kademe,7491.67,1.0,5.0,Kombi,Güney,Boş,2,1,0.0,0,1,0,0
132292-935,https://www.hepsiemlak.com/istanbul-beylikduzu-cumhuriyet-satilik/daire/132292-935,22-03-2025,Daire,75.0,5.0,7. Kat,İstanbul / Beylikdüzü / Cumhuriyet Mah.,899999,TL,İstanbul,Beylikdüzü,2.503,1. Kademe,11999.99,1.0,15.0,Kombi,Güney,Boş,1,0,7.0,0,1,0,0
138227-356,https://www.hepsiemlak.com/van-ipekyolu-bahcivan-satilik/daire/138227-356,19-03-2025,Daire,60.0,5.0,Ara Kat,Van / İpekyolu / Bahçıvan Mah.,900000,TL,Van,İpekyolu,0.404,2. Kademe,15000.0,1.0,6.0,Merkezi,Kuzey,Boş,1,1,3.0,1,0,0,0
153865-57,https://www.hepsiemlak.com/adana-saricam-ertugrulgazi-satilik/daire/153865-57,20-04-2025,Daire,80.0,15.0,3. Kat,Adana / Sarıçam / Ertuğrulgazi Mah.,900000,TL,Adana,Sarıçam,0.862,2. Kademe,11250.0,1.0,4.0,Klima,Batı,Boş,1,1,3.0,0,0,0,1
104770-7204,https://www.hepsiemlak.com/istanbul-beylikduzu-cumhuriyet-satilik/daire/104770-7204,15-04-2025,Daire,80.0,2.0,2. Kat,İstanbul / Beylikdüzü / Cumhuriyet Mah.,900000,TL,İstanbul,Beylikdüzü,2.503,1. Kademe,11250.0,1.0,6.0,Kombi,"Güney, Doğu",Boş,1,1,2.0,0,1,1,0
90607-2876,https://www.hepsiemlak.com/kahramanmaras-dulkadiroglu-karatas-satilik/daire/90607-2876,05-04-2025,Daire,55.0,11.0,1. Kat,Kahramanmaraş / Dulkadiroğlu / Karataş Mah.,900000,TL,Kahramanmaraş,Dulkadiroğlu,0.595,2. Kademe,16363.64,1.0,5.0,Kombi,"Güney, Doğu, Batı",Mülk Sahibi,1,1,1.0,0,1,1,1
111966-3103,https://www.hepsiemlak.com/ankara-polatli-cumhuriyet-satilik/daire/111966-3103,14-03-2025,Daire,135.0,28.0,Yüksek Giriş,Ankara / Polatlı / Cumhuriyet Mah.,900000,TL,Ankara,Polatlı,0.581,2. Kademe,6666.67,1.0,4.0,Kombi,Kuzey,Mülk Sahibi,3,1,0.0,1,0,0,0
148304-19,https://www.hepsiemlak.com/ankara-yenimahalle-ozevler-satilik/daire/148304-19,22-04-2025,Daire,120.0,30.0,Bahçe Katı,Ankara / Yenimahalle / Özevler Mah.,900000,TL,Ankara,Yenimahalle,4.481,1. Kademe,7500.0,1.0,6.0,Kombi,"Güney, Doğu",Boş,2,1,0.0,0,1,1,0
131847-550,https://www.hepsiemlak.com/tekirdag-suleymanpasa-istiklal-satilik/daire/131847-550,25-04-2025,Daire,100.0,5.0,Yüksek Giriş,Tekirdağ / Süleymanpaşa / İstiklal Mah.,900000,TL,Tekirdağ,Süleymanpaşa,1.314,2. Kademe,9000.0,1.0,3.0,Kombi,"Güney, Doğu",Boş,2,1,0.0,0,1,1,0
147656-5,https://www.hepsiemlak.com/denizli-babadag-gundogdu-satilik/daire/147656-5,18-04-2025,Daire,86.0,30.0,2. Kat,Denizli / Babadağ / Gündoğdu Mah.,900000,TL,Denizli,Babadağ,-0.43,4. Kademe,10465.12,1.0,3.0,Soba,Güney,Mülk Sahibi,2,1,2.0,0,1,0,0
146600-87,https://www.hepsiemlak.com/istanbul-esenyurt-cumhuriyet-satilik/daire/146600-87,09-04-2025,Daire,115.0,4.0,Bahçe Katı,İstanbul / Esenyurt / Cumhuriyet Mah.,900000,TL,İstanbul,Esenyurt,2.479,1. Kademe,7826.09,1.0,5.0,Kombi,"Kuzey, Güney, Doğu, Batı",Boş,2,1,0.0,1,1,1,1
71424-2654,https://www.hepsiemlak.com/kahramanmaras-onikisubat-ilica-satilik/daire/71424-2654,15-04-2025,Daire,75.0,5.0,Zemin,Kahramanmaraş / Onikişubat / Ilıca Mah.,900000,TL,Kahramanmaraş,Onikişubat,0.686,2. Kademe,12000.0,1.0,5.0,Kombi,Güney,Boş,1,1,0.0,0,1,0,0
152464-12,https://www.hepsiemlak.com/izmir-buca-kurucesme-satilik/daire/152464-12,14-04-2025,Daire,60.0,1.0,3. Kat,İzmir / Buca / Kuruçeşme Mah.,900000,TL,İzmir,Buca,1.227,2. Kademe,15000.0,1.0,4.0,Kombi,Güney,Kiracılı,1,1,3.0,0,1,0,0
155303-26,https://www.hepsiemlak.com/ankara-sincan-hurriyet-satilik/daire/155303-26,25-04-2025,Daire,50.0,7.0,En Üst Kat,Ankara / Sincan / Hürriyet Mah.,900000,TL,Ankara,Sincan,1.05,2. Kademe,18000.0,1.0,3.0,Kombi,Doğu,Kiracılı,1,1,3.0,0,0,1,0
144505-87,https://www.hepsiemlak.com/aksaray-merkez-aratol-istiklal-satilik/daire/144505-87,15-03-2025,Daire,38.0,1.0,Yüksek Giriş,Aksaray / Merkez / Aratol İstiklal Mah.,910000,TL,Aksaray,Merkez,0.96,2. Kademe,23947.37,1.0,3.0,Yerden Isıtma,"Güney, Doğu",Boş,1,1,0.0,0,1,1,0
104770-7207,https://www.hepsiemlak.com/istanbul-beylikduzu-cumhuriyet-satilik/daire/104770-7207,05-04-2025,Daire,85.0,5.0,2. Kat,İstanbul / Beylikdüzü / Cumhuriyet Mah.,910000,TL,İstanbul,Beylikdüzü,2.503,1. Kademe,10705.88,1.0,7.0,Kombi,"Güney, Doğu",Boş,1,1,2.0,0,1,1,0
73297-6206,https://www.hepsiemlak.com/hatay-antakya-serinyol-satilik/daire/73297-6206,12-03-2025,Daire,65.0,10.0,1. Kat,Hatay / Antakya / Serinyol Mah.,915000,TL,Hatay,Antakya,1.146,2. Kademe,14076.92,1.0,2.0,Soba,Güney,Boş,1,1,1.0,0,1,0,0
130012-323,https://www.hepsiemlak.com/istanbul-esenyurt-yesilkent-satilik/daire/130012-323,28-03-2025,Daire,93.0,2.0,Bahçe Katı,İstanbul / Esenyurt / Yeşilkent Mah.,915000,TL,İstanbul,Esenyurt,2.479,1. Kademe,9838.71,1.0,4.0,Kombi,"Güney, Doğu",Kiracılı,2,1,0.0,0,1,1,0
121128-3195,https://www.hepsiemlak.com/ankara-mamak-gulveren-satilik/daire/121128-3195,10-02-2025,Daire,65.0,35.0,Giriş Katı,Ankara / Mamak / Gülveren Mah.,920000,TL,Ankara,Mamak,0.779,2. Kademe,14153.85,1.0,4.0,Kombi,"Kuzey, Batı",Kiracılı,1,1,0.0,1,0,0,1
122925-704,https://www.hepsiemlak.com/samsun-ilkadim-rasathane-satilik/daire/122925-704,24-04-2025,Daire,110.0,35.0,2. Kat,Samsun / İlkadım / Rasathane Mah.,920000,TL,Samsun,İlkadım,1.343,2. Kademe,8363.64,1.0,3.0,Soba,Kuzey,Kiracılı,2,1,2.0,1,0,0,0
93859-68,https://www.hepsiemlak.com/ankara-yenimahalle-demetlale-satilik/daire/93859-68,18-03-2025,Daire,80.0,35.0,Bahçe Katı,Ankara / Yenimahalle / Demetlale Mah.,925000,TL,Ankara,Yenimahalle,4.481,1. Kademe,11562.5,1.0,6.0,Soba,"Kuzey, Güney",Boş,1,1,0.0,1,1,0,0
128752-1251,https://www.hepsiemlak.com/karaman-merkez-hamidiye-satilik/daire/128752-1251,25-04-2025,Daire,45.0,8.0,Yüksek Giriş,Karaman / Merkez / Hamidiye Mah.,925000,TL,Karaman,Merkez,0.761,2. Kademe,20555.56,1.0,6.0,Kombi,"Güney, Batı",Belirtilmemiş,1,0,0.0,0,1,0,1
0-43470935,https://www.hepsiemlak.com/bitlis-merkez-bes-minare-satilik/daire/0-43470935,17-03-2025,Daire,50.0,1.0,1. Kat,Bitlis / Merkez / Beş Minare Mah.,925000,TL,Bitlis,Merkez,-0.046,3. Kademe,18500.0,1.0,6.0,Kombi,Güney,Kiracılı,1,1,1.0,0,1,0,0
104770-7197,https://www.hepsiemlak.com/istanbul-beylikduzu-cumhuriyet-satilik/daire/104770-7197,25-04-2025,Daire,120.0,5.0,2. Kat,İstanbul / Beylikdüzü / Cumhuriyet Mah.,925000,TL,İstanbul,Beylikdüzü,2.503,1. Kademe,7708.33,1.0,8.0,Kombi,"Güney, Doğu",Boş,2,1,2.0,0,1,1,0
154060-19,https://www.hepsiemlak.com/kutahya-tavsanli-moymul-satilik/daire/154060-19,24-04-2025,Daire,45.0,17.0,Yüksek Giriş,Kütahya / Tavşanlı / Moymul Mah.,925000,TL,Kütahya,Tavşanlı,0.309,3. Kademe,20555.56,1.0,3.0,Kombi,"Güney, Doğu",Kiracılı,1,1,0.0,0,1,1,0
153865-73,https://www.hepsiemlak.com/adana-seyhan-hanedan-satilik/daire/153865-73,22-04-2025,Daire,90.0,30.0,1. Kat,Adana / Seyhan / Hanedan Mah.,930000,TL,Adana,Seyhan,2.043,1. Kademe,10333.33,1.0,3.0,Klima,Güney,Mülk Sahibi,1,1,1.0,0,1,0,0
133699-512,https://www.hepsiemlak.com/kirikkale-merkez-etiler-satilik/daire/133699-512,18-03-2025,Daire,100.0,20.0,Giriş Katı,Kırıkkale / Merkez / Etiler Mah.,935000,TL,Kırıkkale,Merkez,0.726,2. Kademe,9350.0,1.0,7.0,Kombi,"Kuzey, Batı",Boş,2,1,0.0,1,0,0,1
128229-204,https://www.hepsiemlak.com/tokat-niksar-kirkkizlar-satilik/daire/128229-204,18-02-2025,Daire,100.0,15.0,3. Kat,Tokat / Niksar / Kırkkızlar Mah.,945000,TL,Tokat,Niksar,-0.169,3. Kademe,9450.0,1.0,3.0,Soba,"Güney, Doğu",Boş,3,1,3.0,0,1,1,0
133917-418,https://www.hepsiemlak.com/istanbul-beylikduzu-cumhuriyet-satilik/daire/133917-418,09-04-2025,Daire,90.0,3.0,6. Kat,İstanbul / Beylikdüzü / Cumhuriyet Mah.,945000,TL,İstanbul,Beylikdüzü,2.503,1. Kademe,10500.0,1.0,20.0,Kombi,"Güney, Doğu, Batı",Boş,1,0,6.0,0,1,1,1
130012-265,https://www.hepsiemlak.com/istanbul-beylikduzu-cumhuriyet-satilik/daire/130012-265,28-03-2025,Daire,100.0,7.0,Bahçe Katı,İstanbul / Beylikdüzü / Cumhuriyet Mah.,949000,TL,İstanbul,Beylikdüzü,2.503,1. Kademe,9490.0,1.0,5.0,Kombi,"Güney, Doğu",Boş,1,1,0.0,0,1,1,0
128355-1865,https://www.hepsiemlak.com/ankara-mamak-zirvekent-satilik/daire/128355-1865,21-03-2025,Daire,60.0,10.0,Yüksek Giriş,Ankara / Mamak / Zirvekent Mah.,949000,TL,Ankara,Mamak,0.779,2. Kademe,15816.67,1.0,4.0,Kombi,"Güney, Batı",Mülk Sahibi,1,1,0.0,0,1,0,1
37307-476,https://www.hepsiemlak.com/istanbul-esenyurt-yesilkent-satilik/daire/37307-476,09-04-2025,Daire,100.0,5.0,Bahçe Katı,İstanbul / Esenyurt / Yeşilkent Mah.,949000,TL,İstanbul,Esenyurt,2.479,1. Kademe,9490.0,2.0,4.0,Kombi,"Kuzey, Güney",Boş,2,1,0.0,1,1,0,0
143827-95,https://www.hepsiemlak.com/istanbul-esenyurt-hurriyet-satilik/daire/143827-95,12-04-2025,Daire,100.0,6.0,Bahçe Katı,İstanbul / Esenyurt / Hürriyet Mah.,949000,TL,İstanbul,Esenyurt,2.479,1. Kademe,9490.0,1.0,5.0,Kombi,Güney,Boş,2,1,0.0,0,1,0,0
