ilan_id,oda_sayisi,banyo_sayisi,kat_sayisi,isinma_tipi,cephe,kullanim_durumu
45799-3321,1 + 1,1.0,12 Katlı,Merkezi (Pay Ölçer),Doğu,Kiracılı
56241-2654,3 + 1,2.0,3 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
16820-3833,3 + 1,1.0,8 Katlı,Kombi,"Doğu, Batı",Boş
7698-178,3 + 1,1.0,5 Katlı,Kombi,Güney,Boş
27475-631,2 + 1,1.0,4 Katlı,Kombi,Batı,Kiracılı
135461-1767,3 + 1,2.0,4 Katlı,Kombi,"Kuzey, Doğu, Batı",Belirtilmemiş
60711-1733,2 + 1,1.0,5 Katlı,Kombi,"Doğu, Batı",Kiracılı
145930-79,2 + 1,1.0,5 Katlı,Kombi,Batı,Mülk Sahibi
149702-25,4 + 1,2.0,3 Katlı,Klima,Güney,
138235-106,3 + 1,2.0,7 Katlı,Kombi,"Kuzey, Doğu",Boş
55098-4897,2 + 1,1.0,4 Katlı,Kombi,Güney,Kiracılı
40210-2619,3 + 1,2.0,4 Katlı,Kombi,"Güney, Batı",Kiracılı
86493-900,3 + 1,1.0,8 Katlı,Klima,"Kuzey, Güney, Batı",
2120-759,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı
2601-1779,3 + 1,2.0,14 Katlı,Klima,"Kuzey, Güney, Doğu",Boş
71579-1996,3 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Boş
151174-14,1 + 1,1.0,3 Katlı,Klima,"Kuzey, Güney, Doğu",Mülk Sahibi
26568-4079,2 + 1,1.0,7 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
122652-417,2 + 1,2.0,5 Katlı,Kombi,"Kuzey, Güney",Kiracılı
34329-4189,3 + 1,1.0,5 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Boş
133543-174,2 + 1,1.0,3 Katlı,Merkezi,"Kuzey, Güney, Doğu, Batı",Boş
136914-120,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Doğu",Boş
144359-250,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Batı",Mülk Sahibi
123806-203,1 + 1,1.0,5 Katlı,Kombi,Batı,Mülk Sahibi
148096-13,3 + 1,2.0,15 Katlı,Klima,"Güney, Doğu, Batı",Boş
21426-1708,2 + 1,1.0,4 Katlı,Klima,"Kuzey, Doğu, Batı",
136615-185,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu",Mülk Sahibi
122845-3157,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Boş
141965-16,3 + 1,2.0,5 Katlı,Kombi,"Güney, Doğu",Boş
32665-1618,3 + 1,1.0,3 Katlı,Kombi,Güney,Boş
129287-864,2 + 1,2.0,3 Katlı,Klima,"Kuzey, Doğu, Batı",Boş
110844-5837,2 + 1,1.0,5 Katlı,Kombi,"Güney, Batı",Kiracılı
0-43739688,2 + 1,1.0,6 Katlı,Kombi,"Kuzey, Doğu",Kiracılı
0-42478213,1 + 2,1.0,4 Katlı,Belirtilmemiş,"Kuzey, Güney, Batı",Boş
2585-1225,3 + 1,1.0,9 Katlı,Merkezi,Güney,Boş
135171-526,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Boş
97044-598,3 + 1,1.0,5 Katlı,Kombi,"Güney, Batı",Kiracılı
64802-6632,2 + 1,1.0,2 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Kiracılı
136899-133,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Doğu",Boş
152916-88,3 + 1,2.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
108427-431,2 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Boş
121161-605,3 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Kiracılı
64143-2233,3 + 1,1.0,4 Katlı,Kat Kaloriferi,Doğu,Boş
142192-559,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
132332-694,2 + 1,1.0,3 Katlı,Yerden Isıtma,"Kuzey, Güney, Doğu, Batı",Boş
0-44102142,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
124093-410,3 + 1,1.0,10 Katlı,Kombi,Güney,Kiracılı
134928-278,2 + 1,2.0,3 Katlı,Kombi,"Kuzey, Doğu",Boş
123227-631,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
76787-1789,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Batı",Boş
54023-1833,2 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
31522-14787,3 + 1,1.0,7 Katlı,Kombi,"Doğu, Batı",Kiracılı
88766-2520,3 + 1,2.0,4 Katlı,Doğalgaz Sobası,"Kuzey, Güney",Boş
30210-1206,3 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Kiracılı
135493-10,2 + 1,1.0,6 Katlı,Merkezi (Pay Ölçer),"Güney, Doğu",Boş
10579-2927,4 + 1,2.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu",Kiracılı
154320-86,2 + 1,2.0,12 Katlı,Merkezi (Pay Ölçer),"Kuzey, Doğu",Boş
138543-211,3 + 1,1.0,10 Katlı,Merkezi,"Kuzey, Doğu",Mülk Sahibi
135143-235,3 + 1,2.0,12 Katlı,Merkezi (Pay Ölçer),Güney,Kiracılı
84690-391,2 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney",Kiracılı
24371-745,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
141037-202,3 + 1,2.0,5 Katlı,Merkezi,"Kuzey, Batı",Kiracılı
139988-325,2 + 1,2.0,4 Katlı,Isıtma Yok,"Güney, Batı",Kiracılı
131690-258,3 + 1,1.0,8 Katlı,Kombi,"Doğu, Batı",Mülk Sahibi
77409-711,3 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
0-44212462,3 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
0-44130039,2 + 1,2.0,2 Katlı,Kombi,Güney,Mülk Sahibi
63864-1335,3 + 1,1.0,10 Katlı,Merkezi,"Kuzey, Güney, Batı",Mülk Sahibi
73389-2865,2 + 1,1.0,7 Katlı,Klima,"Güney, Batı",Boş
122144-786,3 + 1,2.0,2 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
135153-279,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Doğu",Mülk Sahibi
134747-225,3 + 1,3.0,4 Katlı,Merkezi,"Kuzey, Doğu, Batı",Kiracılı
149296-37,2 + 1,1.0,2 Katlı,Kombi,Batı,Kiracılı
31572-2472,1 + 1,1.0,5 Katlı,Kombi,"Doğu, Batı",Kiracılı
142577-28,5 + 1,2.0,7 Katlı,Kombi,Doğu,Mülk Sahibi
112862-152,2 + 1,1.0,3 Katlı,Kombi,Kuzey,Boş
97397-352,3 + 1,2.0,4 Katlı,Klima,"Güney, Doğu",Boş
121272-480,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
152961-2,2 + 1,2.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
93628-276,3 + 1,2.0,10 Katlı,Merkezi,"Güney, Batı",Mülk Sahibi
141037-201,3 + 1,1.0,6 Katlı,Merkezi,"Kuzey, Güney, Batı",Kiracılı
156196-13,3 + 1,2.0,8 Katlı,Kombi,Güney,Mülk Sahibi
22454-3317,3 + 1,1.0,3 Katlı,Kombi,Batı,Mülk Sahibi
112780-28,3 + 1,1.0,3 Katlı,Kombi,Doğu,Kiracılı
156080-8,3 + 1,1.0,3 Katlı,Isıtma Yok,"Doğu, Batı",Boş
3526-3173,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Doğu",Mülk Sahibi
141419-128,2 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Kiracılı
53697-7431,3 + 1,1.0,7 Katlı,Kombi,Kuzey,Boş
102229-937,2 + 1,1.0,3 Katlı,Klima,"Kuzey, Doğu",Boş
124980-152,3 + 1,1.0,7 Katlı,Kombi,"Kuzey, Güney, Batı",Kiracılı
50033-1916,2 + 1,2.0,11 Katlı,Klima,"Kuzey, Güney, Doğu",Boş
89224-67,2 + 1,2.0,5 Katlı,Kombi,"Güney, Batı",Boş
691574-486,3 + 1,1.0,7 Katlı,Kombi,Batı,Boş
141253-274,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu",Mülk Sahibi
62170-233,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney",Mülk Sahibi
112747-203,4 + 2,1.0,3 Katlı,Doğalgaz Sobası,"Güney, Doğu, Batı",Boş
0-44336384,3 + 1,2.0,5 Katlı,Kombi,Doğu,Mülk Sahibi
0-44290513,3 + 1,1.0,5 Katlı,Kombi,Güney,Boş
0-44352509,2 + 1,1.0,3 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
48295-881,2 + 1,1.0,3 Katlı,Kombi,"Kuzey, Batı",Kiracılı
84036-33388,1 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
70698-1626,2 + 1,1.0,3 Katlı,Klima,"Güney, Doğu, Batı",Boş
4196-2852,2 + 1,2.0,5 Katlı,Kombi,"Kuzey, Doğu, Batı",Kiracılı
128551-454,3 + 1,2.0,15 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
139835-712,4 + 1,1.0,11 Katlı,Kombi,"Kuzey, Güney, Doğu",Mülk Sahibi
144072-256,2 + 1,1.0,4 Katlı,Klima,"Güney, Batı",Mülk Sahibi
151387-118,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Boş
96956-915,2 + 1,2.0,6 Katlı,Klima,"Kuzey, Güney",Kiracılı
71291-2740,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu, Batı",Kiracılı
156622-31,4 + 1,2.0,3 Katlı,Kombi,"Güney, Batı",Boş
146304-185,1 + 1,1.0,3 Katlı,Kombi,Güney,Boş
87633-1402,1 + 1,1.0,4 Katlı,Kombi,"Kuzey, Doğu, Batı",Boş
88824-642,2 + 1,1.0,4 Katlı,Merkezi,"Kuzey, Güney, Doğu, Batı",Boş
6391-4231,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Batı",Boş
140742-281,1 + 1,2.0,8 Katlı,Merkezi,"Kuzey, Güney, Batı",Mülk Sahibi
154454-11,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Kiracılı
120617-448,3 + 1,2.0,5 Katlı,Kombi,"Güney, Batı",Kiracılı
84036-33298,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
141414-808,3 + 1,1.0,9 Katlı,Klima,"Kuzey, Güney, Doğu",Boş
151077-296,3 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
151976-317,3 + 1,1.0,2 Katlı,Kombi,"Kuzey, Doğu",Mülk Sahibi
145820-859,2 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
123025-200,3 + 1,1.0,3 Katlı,Kombi,Güney,Boş
102398-734,3 + 1,2.0,4 Katlı,Kombi,"Güney, Doğu",Kiracılı
149863-225,3 + 1,2.0,3 Katlı,Kombi,"Kuzey, Doğu, Batı",Boş
141705-1118,3 + 1,1.0,3 Katlı,Kat Kaloriferi,"Kuzey, Güney, Doğu, Batı",Boş
121676-1154,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
137162-298,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
138708-790,3 + 1,2.0,13 Katlı,Kombi,"Kuzey, Batı",Boş
84036-33381,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
154473-133,2 + 1,1.0,5 Katlı,Kombi,Güney,Boş
92223-2659,3 + 1,2.0,13 Katlı,Kombi,"Güney, Doğu, Batı",Boş
119270-51,3 + 1,2.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
56732-567,4 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Boş
130606-268,5 + 2,2.0,3 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
22454-3315,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
105686-506,3 + 1,1.0,4 Katlı,Kombi,Güney,Belirtilmemiş
25673-7252,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Boş
136214-1258,2 + 1,1.0,4 Katlı,Merkezi,"Kuzey, Güney",Kiracılı
120736-181,3 + 1,2.0,5 Katlı,Kombi,"Kuzey, Doğu, Batı",Boş
2602-10336,3 + 1,1.0,2 Katlı,Kombi,"Kuzey, Doğu",Kiracılı
151860-58,3 + 1,2.0,9 Katlı,Yerden Isıtma,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
1389-1815,1 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
5769-726,3 + 1,1.0,4 Katlı,Klima,"Kuzey, Güney",Mülk Sahibi
144551-218,4 + 1,2.0,5 Katlı,Merkezi,"Kuzey, Batı",Kiracılı
152700-32,2 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
121128-3446,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
39672-9803,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu, Batı",Mülk Sahibi
130481-831,2 + 1,1.0,4 Katlı,Kombi,Güney,Mülk Sahibi
7788-2389,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Doğu, Batı",Kiracılı
119379-409,1 + 1,1.0,3 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Boş
153622-65,2 + 1,2.0,6 Katlı,Kombi,"Kuzey, Güney, Doğu",Boş
97948-14727,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
8176-370,3 + 1,1.0,11 Katlı,Merkezi,"Kuzey, Batı",Kiracılı
46572-11094,1 + 1,1.0,15 Katlı,Merkezi,"Kuzey, Güney, Doğu, Batı",Kiracılı
139359-704,2 + 1,1.0,6 Katlı,Belirtilmemiş,"Kuzey, Batı",Kiracılı
141714-292,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu, Batı",Belirtilmemiş
137330-158,3 + 1,2.0,9 Katlı,Kombi,Batı,Boş
136861-440,3 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu",Boş
132456-1199,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Doğu, Batı",Kiracılı
109630-689,2 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Kiracılı
139278-195,1 + 1,1.0,2 Katlı,Kombi,"Kuzey, Batı",
5769-733,3 + 1,1.0,4 Katlı,Klima,"Kuzey, Güney",Mülk Sahibi
146812-116,4 + 1,2.0,3 Katlı,Klima,"Güney, Doğu, Batı",Boş
123814-122,3 + 1,1.0,7 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
74195-749,3 + 1,1.0,5 Katlı,Merkezi,"Kuzey, Güney",
33163-1360,2 + 1,1.0,4 Katlı,Kombi,Güney,Mülk Sahibi
151019-59,2 + 1,1.0,5 Katlı,Kombi,Batı,Kiracılı
154654-2,4 + 2,2.0,5 Katlı,Doğalgaz Sobası,Batı,Mülk Sahibi
5837-6180,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu, Batı",Mülk Sahibi
120025-1937,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
95132-653,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu, Batı",Belirtilmemiş
0-44027999,4 + 1,2.0,3 Katlı,Kombi,"Kuzey, Güney",Mülk Sahibi
2330-4691,3 + 1,1.0,7 Katlı,Merkezi,"Doğu, Batı",Boş
8011-4724,2 + 1,1.0,5 Katlı,Klima,Güney,Boş
131733-1614,3 + 1,1.0,4 Katlı,Kombi,Güney,Mülk Sahibi
5235-9730,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu",Kiracılı
124500-513,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
131840-550,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
49652-2275,3 + 1,1.0,3 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
1426-15,3 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu",Kiracılı
151016-314,1 + 1,1.0,2 Katlı,Kombi,"Güney, Batı",Mülk Sahibi
0-38846147,2 + 1,1.0,5 Katlı,Kombi,Güney,Boş
62840-2389,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu",Boş
154898-23,3 + 1,2.0,4 Katlı,Kombi,Batı,Kiracılı
142192-556,3 + 1,1.0,2 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
124500-522,1 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
23995-4088,3 + 1,1.0,6 Katlı,Klima,"Kuzey, Batı",Kiracılı
17993-44078,2 + 1,1.0,5 Katlı,Kombi,Güney,Boş
152452-21,3 + 1,1.0,7 Katlı,Klima,"Kuzey, Güney, Batı",Kiracılı
135850-866,1 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
140868-1499,3 + 1,1.0,5 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
138890-952,3 + 1,2.0,4 Katlı,Kombi,"Kuzey, Doğu, Batı",Mülk Sahibi
141970-173,3 + 1,1.0,6 Katlı,Klima,"Kuzey, Güney, Doğu",Mülk Sahibi
84164-701,3 + 1,1.0,3 Katlı,Kombi,Doğu,Kiracılı
130104-1882,3 + 1,2.0,8 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
691635-1541,4 + 3,3.0,4 Katlı,Kombi,"Kuzey, Güney",
0-37445450,3 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
85304-1617,2 + 1,1.0,3 Katlı,Klima,"Güney, Doğu",Boş
82595-3088,2 + 1,1.0,3 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Boş
18435-5368,3 + 1,1.0,8 Katlı,Kombi,"Kuzey, Doğu, Batı",Mülk Sahibi
51556-4124,2 + 1,1.0,4 Katlı,Kombi,Doğu,Boş
134211-311,3 + 1,1.0,4 Katlı,Kombi,Doğu,Boş
0-43087463,3 + 1,2.0,4 Katlı,Doğalgaz Sobası,"Kuzey, Güney",Boş
128199-508,4 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu, Batı",Boş
132940-536,2 + 1,1.0,4 Katlı,Klima,"Doğu, Batı",Kiracılı
135915-218,2 + 1,1.0,11 Katlı,Merkezi (Pay Ölçer),Batı,Boş
140590-214,3 + 1,1.0,9 Katlı,Klima,"Güney, Doğu, Batı",Boş
133787-286,1 + 1,1.0,3 Katlı,Klima,"Güney, Doğu, Batı",Mülk Sahibi
128340-593,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Batı",
155742-7,3 + 1,2.0,14 Katlı,Merkezi (Pay Ölçer),"Kuzey, Güney, Batı",Mülk Sahibi
126264-2074,3 + 1,1.0,4 Katlı,Kombi,Batı,Mülk Sahibi
9937-3028,1 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Boş
134818-766,1 + 1,1.0,9 Katlı,Kombi,Batı,Kiracılı
130324-890,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney",Kiracılı
74238-11272,3 + 1,1.0,5 Katlı,Klima,"Kuzey, Güney, Doğu",Mülk Sahibi
119830-1034,2 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Boş
121128-3276,4 + 1,1.0,4 Katlı,Kombi,"Kuzey, Doğu",Mülk Sahibi
6545-3889,2 + 1,1.0,6 Katlı,Klima,"Güney, Doğu",Boş
0-37754429,2 + 1,1.0,4 Katlı,Kombi,"Güney, Batı",Boş
2120-833,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu",Kiracılı
0-44400880,3 + 1,1.0,3 Katlı,Merkezi,Kuzey,Kiracılı
138205-437,2 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
48423-4323,2 + 1,1.0,3 Katlı,Kombi,"Güney, Batı",Kiracılı
45748-7342,3 + 1,2.0,5 Katlı,Kombi,"Güney, Doğu",Boş
138476-308,2 + 1,1.0,4 Katlı,Klima,Güney,Mülk Sahibi
102593-876,4 + 1,2.0,4 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
144496-880,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
128364-95,2 + 1,2.0,10 Katlı,Klima,Güney,Boş
111476-1726,3 + 1,2.0,4 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
63496-4765,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
127826-629,3 + 1,1.0,6 Katlı,Merkezi (Pay Ölçer),"Kuzey, Güney, Doğu",Boş
691906-1149,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Batı",Mülk Sahibi
141447-15,3 + 1,1.0,12 Katlı,Merkezi,"Kuzey, Güney, Doğu",Kiracılı
77582-1909,3 + 1,1.0,5 Katlı,Kombi,Güney,Kiracılı
148239-3,4 + 1,2.0,5 Katlı,Kombi,"Kuzey, Doğu, Batı",Mülk Sahibi
130826-1802,2 + 1,1.0,2 Katlı,Isıtma Yok,"Kuzey, Doğu",Boş
140868-1511,3 + 1,2.0,3 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
1965-12132,4 + 1,1.0,4 Katlı,Belirtilmemiş,"Kuzey, Güney, Batı",Boş
130104-1794,3 + 1,2.0,10 Katlı,Kombi,Güney,Boş
137767-137,3 + 1,2.0,3 Katlı,Kombi,Güney,Boş
30633-2610,4 + 2,3.0,4 Katlı,Kombi,Güney,Kiracılı
113388-3294,3 + 1,1.0,3 Katlı,Kombi,Güney,Boş
138721-97,2 + 1,1.0,4 Katlı,Kombi,Güney,Mülk Sahibi
140570-234,3 + 1,2.0,9 Katlı,Kombi,"Güney, Doğu, Batı",Boş
113039-42,2 + 1,2.0,5 Katlı,Kombi,"Güney, Batı",Kiracılı
92832-1007,3 + 1,2.0,5 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
0-44462323,4 + 1,2.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
0-44518952,3 + 1,2.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
90940-5168,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
8175-207,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Mülk Sahibi
84036-33406,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
130826-1874,2 + 1,1.0,2 Katlı,Klima,"Kuzey, Doğu",Boş
2150-4252,1 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
76785-14352,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
0-43999315,2 + 1,1.0,4 Katlı,Kombi,Doğu,Boş
151816-9,3 + 1,1.0,6 Katlı,Kombi,"Güney, Doğu, Batı",Boş
5247-386,3 + 1,2.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Boş
97948-14777,2 + 1,1.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu, Batı",Boş
28851-16251,3 + 1,2.0,3 Katlı,Kombi,"Kuzey, Doğu, Batı",Kiracılı
3286-9169,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Batı",Mülk Sahibi
71801-1140,3 + 1,1.0,15 Katlı,Merkezi,Güney,Kiracılı
31522-14833,3 + 1,1.0,14 Katlı,Kombi,"Doğu, Batı",Kiracılı
6060-43215,1 + 1,1.0,4 Katlı,Kombi,Doğu,Kiracılı
116955-5196,3 + 1,2.0,8 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
54400-6516,5 + 1,2.0,4 Katlı,Kombi,"Kuzey, Güney, Batı",Mülk Sahibi
144496-931,2 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu",Boş
3483-6409,3 + 1,1.0,3 Katlı,Kombi,"Güney, Batı",Boş
109161-147,3 + 1,1.0,5 Katlı,Kombi,"Kuzey, Güney, Doğu",Boş
128364-93,3 + 1,2.0,5 Katlı,Klima,Batı,Boş
128326-255,3 + 1,2.0,5 Katlı,Kombi,"Doğu, Batı",Kiracılı
122878-1214,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Batı",Boş
92348-875,4 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu, Batı",Kiracılı
134300-124,5 + 1,3.0,4 Katlı,Kombi,"Kuzey, Güney, Doğu",Mülk Sahibi
89240-2945,4 + 2,2.0,2 Katlı,Klima,"Kuzey, Güney, Doğu, Batı",Mülk Sahibi
117050-3994,4 + 1,1.0,10 Katlı,Kombi,"Kuzey, Güney, Batı",Boş
2602-10217,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Boş
9435-6043,3 + 1,2.0,11 Katlı,Kombi,"Kuzey, Güney, Batı",Boş
16761-32468,3 + 1,1.0,3 Katlı,Kombi,Batı,Boş
21000-777,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Batı",Boş
14072-13332,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Batı",Boş
14984-4557,3 + 1,1.0,2 Katlı,Kombi,"Kuzey, Batı",Boş
111176-2430,3 + 1,2.0,3 Katlı,Kombi,"Güney, Doğu, Batı",Mülk Sahibi
156646-4,4 + 1,2.0,9 Katlı,Kombi,"Güney, Doğu",Kiracılı
57801-2365,1 + 1,1.0,10 Katlı,Kombi,"Kuzey, Doğu",Kiracılı
110538-3644,3 + 1,1.0,2 Katlı,Merkezi,"Kuzey, Batı",Boş
18202-22,3 + 1,1.0,3 Katlı,Kombi,"Güney, Batı",Boş
153221-98,3 + 1,2.0,4 Katlı,Kombi,"Güney, Doğu",Kiracılı
41553-7830,3 + 1,1.0,3 Katlı,Kombi,Batı,Boş
119164-3041,3 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu",Boş
137442-39,2 + 1,1.0,4 Katlı,Belirtilmemiş,"Kuzey, Güney",
144497-209,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Boş
55899-51603,3 + 1,2.0,10 Katlı,Kombi,"Kuzey, Güney, Doğu",Boş
27748-470,3 + 1,1.0,2 Katlı,Kombi,"Kuzey, Batı",Boş
111176-2395,3 + 1,1.0,13 Katlı,Merkezi,"Güney, Batı",
147149-136,3 + 1,1.0,6 Katlı,Isıtma Yok,"Kuzey, Doğu",Boş
120318-1313,2 + 1,1.0,4 Katlı,Klima,"Güney, Doğu, Batı",Mülk Sahibi
2759-392,4 + 1,1.0,3 Katlı,Kombi,"Kuzey, Doğu",Boş
137449-635,3 + 1,1.0,4 Katlı,Kombi,"Güney, Doğu, Batı",Kiracılı
49652-2298,3 + 0,1.0,13 Katlı,Merkezi,"Güney, Doğu",Boş
5295-6322,3 + 1,1.0,3 Katlı,Kombi,"Güney, Doğu",Boş
0-44332550,3 + 1,1.0,6 Katlı,Merkezi,"Kuzey, Güney, Batı",Mülk Sahibi
119286-1133,4 + 1,2.0,9 Katlı,Kombi,"Güney, Doğu",Belirtilmemiş
115748-779,3 + 1,1.0,14 Katlı,Kombi,"Güney, Batı",Boş
